Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000931473, 0.000416327, 0.000513984, 6.826e-05, 3017, 5208, 3321
0.000919416, 0.000408897, 0.000509979, 7.8007e-05, 3069, 5342, 4551
0.000839583, 0.000440231, 0.000398752, 6.3237e-05, 3063, 5329, 2829
0.000777566, 0.000426191, 0.000350975, 3.0284e-05, 2945, 5175, 1476
0.000674551, 0.000319531, 0.000354439, 4.8357e-05, 2608, 4302, 2952
0.00102999, 0.000563655, 0.000464275, 3.8564e-05, 3082, 5247, 2091
0.000981714, 0.000398822, 0.000582502, 5.8242e-05, 2833, 4910, 2214
0.000799227, 0.000386284, 0.000412632, 4.6436e-05, 2829, 4919, 1476
0.000785748, 0.000357334, 0.000428014, 3.7564e-05, 2880, 5101, 1845
0.000779359, 0.000360748, 0.000418049, 3.7002e-05, 2857, 4751, 1845
0.000845272, 0.000373657, 0.000470193, 4.2431e-05, 2892, 5064, 1845
0.00107952, 0.000518581, 0.00056011, 5.0843e-05, 2917, 5218, 2091
0.00090066, 0.000429856, 0.000470073, 4.3843e-05, 2973, 5321, 2214
0.000879741, 0.000420042, 0.000458917, 7.1341e-05, 2927, 5163, 2829
0.000873661, 0.00039703, 0.000476091, 5.3405e-05, 2883, 5260, 1968
0.000798876, 0.00040472, 0.000392764, 5.1105e-05, 2727, 5162, 1968
0.000839254, 0.000414995, 0.000423047, 2.9981e-05, 2708, 5227, 1476
0.00110236, 0.000504392, 0.000596451, 8.4562e-05, 2645, 4837, 2214
0.00079437, 0.00043923, 0.00035458, 4.3354e-05, 2775, 5160, 1599
0.00166169, 0.000960054, 0.000699977, 7.2693e-05, 2754, 5216, 1845
0.00136946, 0.000754815, 0.000613104, 9.2029e-05, 2796, 5263, 2829
0.000849779, 0.000405171, 0.000444127, 6.5592e-05, 2863, 5229, 2460
0.00102659, 0.000417929, 0.000608158, 0.000104099, 2874, 5410, 2952
0.000813437, 0.00040421, 0.000408816, 5.9701e-05, 2814, 5401, 3075
0.000834356, 0.000415626, 0.00041807, 5.1973e-05, 2804, 5176, 2583
0.00103899, 0.000547983, 0.000490222, 4.1416e-05, 2866, 5573, 1722
0.00109022, 0.000609269, 0.000479145, 5.6769e-05, 2757, 5270, 1968
0.000985249, 0.000525901, 0.000457816, 4.0095e-05, 2707, 5256, 1845
0.000959263, 0.000579296, 0.000378534, 3.4467e-05, 2698, 5157, 1722
0.00116098, 0.000590863, 0.000568372, 8.6365e-05, 2777, 5248, 2829
0.000862797, 0.000457495, 0.00040444, 4.1678e-05, 2750, 5208, 2706
0.000860894, 0.000455252, 0.000404931, 6.3651e-05, 2687, 5092, 2460
0.000909492, 0.000440881, 0.000467489, 7.3155e-05, 2765, 5209, 2706
0.00118007, 0.000523108, 0.000656115, 9.7798e-05, 2873, 5496, 2706
0.000994622, 0.000515567, 0.000478545, 7.9935e-05, 2840, 5629, 3075
0.000920799, 0.000439049, 0.000480457, 5.3474e-05, 2758, 5305, 3444
0.000867523, 0.000486957, 0.000379806, 4.952e-05, 2814, 5140, 2952
0.000837651, 0.000405422, 0.000431619, 4.9419e-05, 2812, 5337, 2460
0.000788812, 0.000393955, 0.000394126, 4.2098e-05, 2755, 5163, 1968
0.000831032, 0.000391272, 0.000438979, 5.1512e-05, 2734, 5192, 2091
0.000905257, 0.000554472, 0.000349713, 2.6838e-05, 2791, 5168, 1353
0.000782803, 0.000370462, 0.00041172, 5.0481e-05, 2758, 5149, 2706
0.00079447, 0.000440441, 0.000353509, 4.0678e-05, 2751, 5135, 2091
0.00107982, 0.000566159, 0.000512493, 5.8129e-05, 2765, 5168, 2583
0.000848376, 0.000470013, 0.000377763, 5.0344e-05, 2780, 5343, 2583
0.000832694, 0.000398502, 0.000433672, 7.0387e-05, 2754, 4981, 3444
0.000921259, 0.00049695, 0.000423457, 5.7611e-05, 2743, 5128, 3075
0.00124835, 0.000498724, 0.000747394, 7.4234e-05, 2718, 4937, 2214
0.000866582, 0.000483552, 0.00038261, 5.6139e-05, 2740, 4948, 2214
0.000849057, 0.00044649, 0.000401827, 5.2848e-05, 2713, 4971, 2952
0.000754473, 0.000373647, 0.000380396, 5.9535e-05, 2552, 4679, 2460
0.000783515, 0.000398552, 0.000384302, 7.4855e-05, 2637, 4882, 2952
0.000852732, 0.000381177, 0.000471024, 5.7019e-05, 2649, 4932, 3075
0.000822049, 0.000385894, 0.000435785, 5.6961e-05, 2673, 5017, 2829
0.00106143, 0.000438889, 0.000622057, 6.477e-05, 2562, 4868, 2706
0.000837711, 0.000375429, 0.00046126, 7.7112e-05, 2763, 5022, 2829
0.000877177, 0.00041115, 0.000464595, 5.5798e-05, 2626, 4709, 2583
0.000964611, 0.0003977, 0.000565597, 7.726e-05, 2557, 4897, 3813
0.000802892, 0.00039709, 0.000404961, 5.5487e-05, 2607, 4745, 2952
0.000802721, 0.000363052, 0.000438969, 7.2652e-05, 2579, 4658, 2829
0.000843259, 0.000361329, 0.000481318, 6.979e-05, 2621, 4901, 3690
0.000825224, 0.000370042, 0.000454761, 5.511e-05, 2686, 4997, 3567
0.000895403, 0.000400805, 0.000493776, 8.4098e-05, 2784, 5254, 4182
0.0014886, 0.000514286, 0.000973553, 0.000119828, 2714, 5219, 2460
0.000804134, 0.000379876, 0.000423517, 6.4292e-05, 2621, 5052, 2214
0.000756096, 0.000376641, 0.000378304, 3.6601e-05, 2551, 4721, 1353
0.000880401, 0.000457315, 0.000419682, 3.9776e-05, 2408, 4702, 1845
0.000752121, 0.000430217, 0.000320722, 5.0169e-05, 2734, 4958, 2706
0.000848686, 0.00049601, 0.000350384, 3.3174e-05, 2520, 4863, 1722
0.000992329, 0.000453079, 0.000537888, 7.4744e-05, 2534, 4846, 3198
0.000759541, 0.00035465, 0.000404, 3.9535e-05, 2484, 4826, 2091
0.00113183, 0.000399864, 0.000731021, 7.1673e-05, 2512, 4630, 2460
0.000760122, 0.000378584, 0.000381017, 4.5957e-05, 2547, 4760, 2337
0.000750829, 0.000371523, 0.000378654, 4.1198e-05, 2558, 5030, 2091
0.000740735, 0.000379204, 0.000360938, 5.5454e-05, 2586, 4825, 1845
0.00101175, 0.000527153, 0.000483402, 5.9776e-05, 2438, 4675, 1722
0.000814549, 0.000440401, 0.000373556, 5.0069e-05, 2523, 4909, 1968
0.000787971, 0.000382279, 0.000405131, 6.5704e-05, 2476, 4717, 2829
0.00091468, 0.000451236, 0.000462813, 6.4921e-05, 2517, 4980, 3075
0.00124036, 0.000717962, 0.000521145, 5.3405e-05, 2591, 5091, 1722
0.000857128, 0.00040436, 0.000451366, 7.4707e-05, 2576, 5279, 2829
0.00080784, 0.000452758, 0.000351365, 4.8977e-05, 2619, 5024, 2460
0.00074463, 0.000402007, 0.000342003, 5.0501e-05, 2605, 5040, 3075
0.000850369, 0.000433101, 0.000416748, 3.4418e-05, 2565, 5064, 1353
0.000820697, 0.000440692, 0.000379035, 5.0263e-05, 2632, 5138, 1845
0.000770657, 0.000396339, 0.000373167, 5.9875e-05, 2640, 4952, 1599
0.000943481, 0.00040471, 0.000538088, 5.0562e-05, 2694, 4868, 1230
0.000767392, 0.000379666, 0.000387086, 7.2258e-05, 2607, 4933, 2829
0.000779669, 0.000414454, 0.000364774, 5.0874e-05, 2661, 5003, 1722
0.000746523, 0.000359137, 0.000386966, 5.8863e-05, 2616, 4820, 1968
0.000797414, 0.000384653, 0.000412021, 3.5761e-05, 2631, 4934, 1968
0.000833405, 0.000457945, 0.000374858, 3.7171e-05, 2646, 5290, 2214
